filename,width,height,class,xmin,ymin,xmax,ymax
rolled-in_scale_179.jpg,200,200,rolled-in_scale,2,72,81,112
rolled-in_scale_179.jpg,200,200,rolled-in_scale,4,3,81,65
inclusion_196.jpg,200,200,inclusion,125,44,149,198
inclusion_196.jpg,200,200,inclusion,34,63,52,113
inclusion_196.jpg,200,200,inclusion,166,75,198,196
inclusion_196.jpg,200,200,inclusion,130,8,151,65
patches_12,200,200,patches,15,154,46,200
patches_12,200,200,patches,89,78,166,166
patches_12,200,200,patches,125,14,164,63
pitted_surface_60.jpg,200,200,pitted_surface,1,1,200,198
crazing_45.jpg,200,200,crazing,2,54,119,172
patches_164,200,200,patches,102,45,180,163
scratches_13.jpg,200,200,scratches,94,57,110,86
scratches_13.jpg,200,200,scratches,173,110,197,197
scratches_20.jpg,200,200,scratches,28,76,45,200
patches_215.jpg,200,200,patches,7,1,85,109
patches_215.jpg,200,200,patches,125,1,196,131
patches_215.jpg,200,200,patches,1,87,67,193
patches_215.jpg,200,200,patches,60,65,133,200
patches_215.jpg,200,200,patches,135,136,197,200
inclusion_15.jpg,200,200,inclusion,47,1,73,199
inclusion_15.jpg,200,200,inclusion,93,55,124,200
inclusion_15.jpg,200,200,inclusion,147,53,169,124
inclusion_15.jpg,200,200,inclusion,182,43,197,74
inclusion_15.jpg,200,200,inclusion,95,10,112,50
inclusion_15.jpg,200,200,inclusion,161,1,179,44
crazing_27.jpg,200,200,crazing,75,18,199,72
crazing_27.jpg,200,200,crazing,6,74,116,190
inclusion_101.jpg,200,200,inclusion,110,1,165,198
patches_136.jpg,200,200,patches,76,1,132,199
patches_234.jpg,200,200,patches,9,1,80,94
patches_234.jpg,200,200,patches,15,107,83,146
patches_234.jpg,200,200,patches,126,72,189,121
patches_234.jpg,200,200,patches,12,157,75,199
crazing_85.jpg,200,200,crazing,9,63,135,183
crazing_85.jpg,200,200,crazing,152,41,200,200
crazing_85.jpg,200,200,crazing,88,5,199,55
patches_211.jpg,200,200,patches,54,1,103,154
patches_211.jpg,200,200,patches,95,61,185,197
patches_211.jpg,200,200,patches,2,1,44,16
patches_211.jpg,200,200,patches,54,129,99,200
patches_211.jpg,200,200,inclusion,147,25,184,77
patches_208,200,200,patches,57,47,143,198
patches_208,200,200,patches,17,128,64,171
scratches_7.jpg,200,200,scratches,17,3,82,198
scratches_7.jpg,200,200,scratches,80,40,93,110
scratches_7.jpg,200,200,scratches,78,129,92,199
scratches_7.jpg,200,200,inclusion,127,1,148,47
pitted_surface_2,200,200,pitted_surface,24,1,83,175
pitted_surface_2,200,200,pitted_surface,86,1,200,199
rolled-in_scale_126.jpg,200,200,rolled-in_scale,71,61,110,110
rolled-in_scale_126.jpg,200,200,rolled-in_scale,72,126,117,200
rolled-in_scale_126.jpg,200,200,rolled-in_scale,143,146,199,200
rolled-in_scale_126.jpg,200,200,rolled-in_scale,85,1,122,40
crazing_237.jpg,200,200,crazing,23,4,166,87
crazing_237.jpg,200,200,crazing,1,119,171,195
crazing_237.jpg,200,200,crazing,69,7,143,189
inclusion_176.jpg,200,200,inclusion,76,35,114,197
inclusion_176.jpg,200,200,inclusion,65,15,87,103
inclusion_176.jpg,200,200,inclusion,99,1,110,23
inclusion_176.jpg,200,200,inclusion,2,139,23,178
inclusion_176.jpg,200,200,inclusion,97,86,117,132
pitted_surface_157,200,200,pitted_surface,11,2,196,195
inclusion_157.jpg,200,200,inclusion,17,79,40,169
inclusion_157.jpg,200,200,inclusion,70,15,92,47
inclusion_157.jpg,200,200,inclusion,71,109,144,197
inclusion_157.jpg,200,200,inclusion,171,150,189,189
inclusion_157.jpg,200,200,inclusion,182,1,199,37
scratches_136.jpg,200,200,scratches,49,1,87,199
crazing_174.jpg,200,200,crazing,1,82,116,129
crazing_174.jpg,200,200,crazing,1,134,174,181
inclusion_68.jpg,200,200,inclusion,92,109,118,161
inclusion_68.jpg,200,200,inclusion,154,6,171,66
rolled-in_scale_32.jpg,200,200,rolled-in_scale,85,37,137,103
scratches_143.jpg,200,200,scratches,14,1,28,199
scratches_143.jpg,200,200,scratches,33,1,60,199
scratches_143.jpg,200,200,inclusion,123,152,135,180
inclusion_200.jpg,200,200,inclusion,135,1,181,198
scratches_54.jpg,200,200,scratches,32,1,76,199
scratches_31.jpg,200,200,scratches,126,1,140,80
scratches_31.jpg,200,200,scratches,123,115,137,199
rolled-in_scale_111.jpg,200,200,rolled-in_scale,149,87,190,156
patches_133.jpg,200,200,patches,58,1,130,38
patches_133.jpg,200,200,patches,103,35,136,94
patches_133.jpg,200,200,patches,64,172,131,199
scratches_192.jpg,200,200,scratches,100,1,119,196
scratches_22.jpg,200,200,scratches,21,1,34,76
scratches_22.jpg,200,200,scratches,19,100,33,197
scratches_22.jpg,200,200,scratches,1,14,23,51
pitted_surface_203.jpg,200,200,pitted_surface,4,8,195,190
patches_110.jpg,200,200,patches,11,94,47,137
patches_110.jpg,200,200,patches,61,68,140,165
crazing_16.jpg,200,200,crazing,105,124,178,175
crazing_16.jpg,200,200,crazing,11,102,75,157
scratches_118.jpg,200,200,scratches,45,1,58,184
scratches_118.jpg,200,200,scratches,64,1,92,200
scratches_118.jpg,200,200,inclusion,172,116,185,150
inclusion_151.jpg,200,200,inclusion,11,13,62,171
inclusion_151.jpg,200,200,inclusion,76,62,141,200
inclusion_151.jpg,200,200,inclusion,133,79,156,121
inclusion_151.jpg,200,200,inclusion,126,119,171,200
pitted_surface_24,200,200,pitted_surface,1,1,200,199
crazing_176.jpg,200,200,crazing,20,50,194,102
crazing_176.jpg,200,200,crazing,106,109,195,188
crazing_19.jpg,200,200,crazing,92,5,135,116
rolled-in_scale_234.jpg,200,200,rolled-in_scale,9,82,82,194
rolled-in_scale_234.jpg,200,200,rolled-in_scale,48,1,88,46
patches_48.jpg,200,200,patches,70,43,122,122
patches_48.jpg,200,200,patches,1,1,33,24
scratches_214.jpg,200,200,scratches,14,43,32,198
scratches_214.jpg,200,200,scratches,128,1,154,200
pitted_surface_227.jpg,200,200,pitted_surface,34,48,199,198
patches_132.jpg,200,200,patches,16,1,59,111
patches_132.jpg,200,200,patches,109,14,189,191
inclusion_16.jpg,200,200,inclusion,119,1,146,194
inclusion_16.jpg,200,200,inclusion,168,1,194,120
inclusion_16.jpg,200,200,inclusion,173,116,198,198
inclusion_38.jpg,200,200,inclusion,17,1,64,199
inclusion_38.jpg,200,200,inclusion,71,77,92,147
inclusion_38.jpg,200,200,inclusion,143,2,181,197
inclusion_38.jpg,200,200,inclusion,105,75,120,105
rolled-in_scale_83.jpg,200,200,rolled-in_scale,114,1,186,34
rolled-in_scale_83.jpg,200,200,rolled-in_scale,49,40,142,89
rolled-in_scale_83.jpg,200,200,rolled-in_scale,118,79,196,196
patches_168.jpg,200,200,patches,34,75,78,177
patches_168.jpg,200,200,patches,121,90,178,156
patches_168.jpg,200,200,patches,133,1,200,62
patches_168.jpg,200,200,inclusion,1,108,30,149
patches_168.jpg,200,200,inclusion,79,54,104,74
patches_168.jpg,200,200,inclusion,149,138,196,169
patches_168.jpg,200,200,inclusion,161,78,200,112
inclusion_100.jpg,200,200,inclusion,64,1,126,197
crazing_40.jpg,200,200,crazing,5,120,172,194
crazing_40.jpg,200,200,crazing,169,49,200,199
patches_126.jpg,200,200,patches,66,24,121,166
rolled-in_scale_47.jpg,200,200,rolled-in_scale,48,17,99,91
rolled-in_scale_47.jpg,200,200,rolled-in_scale,33,103,109,199
patches_217.jpg,200,200,patches,2,1,49,66
patches_217.jpg,200,200,patches,1,167,32,200
patches_217.jpg,200,200,patches,1,95,46,169
patches_217.jpg,200,200,patches,70,88,163,198
patches_217.jpg,200,200,patches,107,1,196,104
patches_217.jpg,200,200,patches,55,1,103,33
pitted_surface_44.jpg,200,200,pitted_surface,3,1,198,116
scratches_126.jpg,200,200,scratches,4,14,186,96
pitted_surface_116,200,200,pitted_surface,4,1,183,200
pitted_surface_116,200,200,pitted_surface,170,54,200,199
inclusion_215.jpg,200,200,inclusion,77,1,126,199
inclusion_215.jpg,200,200,inclusion,59,136,83,199
inclusion_215.jpg,200,200,inclusion,61,13,82,63
rolled-in_scale_237.jpg,200,200,rolled-in_scale,83,24,163,66
rolled-in_scale_237.jpg,200,200,rolled-in_scale,84,71,175,179
inclusion_155.jpg,200,200,inclusion,86,8,118,78
inclusion_155.jpg,200,200,inclusion,125,10,154,122
inclusion_155.jpg,200,200,inclusion,132,113,167,198
crazing_144.jpg,200,200,crazing,42,24,189,71
crazing_144.jpg,200,200,crazing,50,91,127,157
pitted_surface_98,200,200,pitted_surface,3,1,199,200
rolled-in_scale_199.jpg,200,200,rolled-in_scale,4,3,90,79
rolled-in_scale_199.jpg,200,200,rolled-in_scale,105,22,169,175
rolled-in_scale_199.jpg,200,200,rolled-in_scale,44,114,112,165
pitted_surface_26,200,200,pitted_surface,35,1,200,200
inclusion_194.jpg,200,200,inclusion,30,69,56,194
inclusion_194.jpg,200,200,inclusion,122,40,148,117
inclusion_150.jpg,200,200,inclusion,135,43,180,196
crazing_211.jpg,200,200,crazing,8,110,160,184
crazing_211.jpg,200,200,crazing,102,1,185,173
crazing_211.jpg,200,200,crazing,1,31,144,95
crazing_137.jpg,200,200,crazing,32,78,164,136
crazing_137.jpg,200,200,crazing,38,140,95,192
crazing_137.jpg,200,200,crazing,38,10,88,67
scratches_107.jpg,200,200,scratches,1,22,199,50
rolled-in_scale_232.jpg,200,200,rolled-in_scale,43,23,118,129
inclusion_42.jpg,200,200,inclusion,7,30,28,102
inclusion_42.jpg,200,200,inclusion,122,114,146,191
inclusion_42.jpg,200,200,inclusion,36,6,62,89
inclusion_42.jpg,200,200,inclusion,160,60,176,102
rolled-in_scale_151.jpg,200,200,rolled-in_scale,109,46,167,197
rolled-in_scale_151.jpg,200,200,rolled-in_scale,117,1,198,59
rolled-in_scale_41.jpg,200,200,rolled-in_scale,128,66,197,199
rolled-in_scale_41.jpg,200,200,rolled-in_scale,120,1,192,34
inclusion_73.jpg,200,200,inclusion,75,1,108,129
inclusion_73.jpg,200,200,inclusion,127,109,157,180
inclusion_106.jpg,200,200,inclusion,75,10,126,198
pitted_surface_102,200,200,pitted_surface,144,1,190,20
pitted_surface_102,200,200,pitted_surface,161,17,199,153
pitted_surface_102,200,200,pitted_surface,156,158,200,199
pitted_surface_102,200,200,pitted_surface,88,1,147,198
pitted_surface_102,200,200,pitted_surface,5,11,72,192
patches_13.jpg,200,200,patches,64,69,116,178
pitted_surface_19,200,200,pitted_surface,9,1,61,197
pitted_surface_19,200,200,pitted_surface,77,1,199,200
inclusion_1.jpg,200,200,inclusion,33,5,46,36
inclusion_1.jpg,200,200,inclusion,120,34,130,60
inclusion_1.jpg,200,200,inclusion,116,115,135,198
inclusion_1.jpg,200,200,inclusion,115,72,140,116
inclusion_45.jpg,200,200,inclusion,56,1,89,117
inclusion_45.jpg,200,200,inclusion,2,8,37,148
inclusion_45.jpg,200,200,inclusion,53,129,75,197
inclusion_45.jpg,200,200,inclusion,148,54,172,113
inclusion_45.jpg,200,200,inclusion,84,6,107,88
inclusion_45.jpg,200,200,inclusion,27,78,44,114
inclusion_45.jpg,200,200,inclusion,103,147,120,176
rolled-in_scale_123.jpg,200,200,rolled-in_scale,125,4,199,117
rolled-in_scale_123.jpg,200,200,rolled-in_scale,98,2,168,51
rolled-in_scale_123.jpg,200,200,rolled-in_scale,1,1,45,28
rolled-in_scale_123.jpg,200,200,rolled-in_scale,114,119,158,199
patches_107,200,200,patches,97,9,152,111
patches_107,200,200,patches,69,1,103,14
pitted_surface_80,200,200,pitted_surface,1,1,127,200
pitted_surface_80,200,200,pitted_surface,128,1,200,200
crazing_222.jpg,200,200,crazing,1,20,146,103
crazing_222.jpg,200,200,crazing,155,6,196,133
crazing_148.jpg,200,200,crazing,4,39,85,97
rolled-in_scale_25.jpg,200,200,rolled-in_scale,53,48,106,163
rolled-in_scale_25.jpg,200,200,rolled-in_scale,137,127,178,193
scratches_61.jpg,200,200,scratches,1,25,190,57
pitted_surface_14,200,200,pitted_surface,2,2,195,197
inclusion_18.jpg,200,200,inclusion,156,111,181,198
inclusion_18.jpg,200,200,inclusion,117,1,143,137
inclusion_18.jpg,200,200,inclusion,8,1,32,161
inclusion_18.jpg,200,200,inclusion,68,155,83,199
inclusion_18.jpg,200,200,inclusion,72,50,87,72
inclusion_18.jpg,200,200,inclusion,148,16,162,56
inclusion_18.jpg,200,200,inclusion,28,138,51,186
inclusion_18.jpg,200,200,inclusion,71,118,83,144
inclusion_18.jpg,200,200,inclusion,69,86,90,113
scratches_137.jpg,200,200,scratches,89,1,125,197
scratches_137.jpg,200,200,inclusion,38,124,52,164
rolled-in_scale_70.jpg,200,200,rolled-in_scale,2,76,103,200
rolled-in_scale_70.jpg,200,200,rolled-in_scale,145,58,182,110
rolled-in_scale_70.jpg,200,200,rolled-in_scale,141,169,197,195
inclusion_114.jpg,200,200,inclusion,1,1,29,132
inclusion_114.jpg,200,200,inclusion,49,77,80,198
inclusion_114.jpg,200,200,inclusion,90,79,107,120
inclusion_114.jpg,200,200,inclusion,90,114,117,180
inclusion_114.jpg,200,200,inclusion,139,115,160,192
inclusion_114.jpg,200,200,inclusion,85,1,102,31
rolled-in_scale_28.jpg,200,200,rolled-in_scale,90,67,150,136
pitted_surface_115.jpg,200,200,pitted_surface,91,1,200,199
pitted_surface_115.jpg,200,200,pitted_surface,1,1,101,73
inclusion_220.jpg,200,200,inclusion,53,11,96,199
inclusion_220.jpg,200,200,inclusion,41,5,57,33
crazing_131.jpg,200,200,crazing,1,21,153,76
crazing_131.jpg,200,200,crazing,18,130,122,186
crazing_131.jpg,200,200,crazing,131,17,194,106
scratches_85.jpg,200,200,scratches,103,15,118,197
scratches_85.jpg,200,200,scratches,172,33,180,198
patches_22,200,200,patches,10,148,57,200
patches_22,200,200,patches,109,1,179,200
crazing_140.jpg,200,200,crazing,27,115,145,185
crazing_140.jpg,200,200,crazing,146,3,194,164
patches_150.jpg,200,200,patches,3,1,59,157
patches_150.jpg,200,200,patches,1,161,51,200
patches_150.jpg,200,200,patches,118,1,194,200
rolled-in_scale_160.jpg,200,200,rolled-in_scale,43,1,83,73
rolled-in_scale_160.jpg,200,200,rolled-in_scale,39,138,84,200
rolled-in_scale_160.jpg,200,200,rolled-in_scale,100,149,200,200
pitted_surface_126,200,200,pitted_surface,1,2,193,185
pitted_surface_126,200,200,pitted_surface,1,121,42,195
rolled-in_scale_146.jpg,200,200,rolled-in_scale,92,13,130,76
rolled-in_scale_146.jpg,200,200,rolled-in_scale,112,128,179,185
scratches_165.jpg,200,200,scratches,61,1,97,166
scratches_165.jpg,200,200,scratches,109,1,129,198
patches_112.jpg,200,200,patches,48,136,96,174
patches_112.jpg,200,200,patches,58,9,100,77
patches_112.jpg,200,200,patches,132,24,181,76
patches_112.jpg,200,200,patches,132,80,200,199
patches_144.jpg,200,200,patches,17,47,74,139
patches_144.jpg,200,200,patches,80,10,167,118
pitted_surface_36,200,200,pitted_surface,1,1,200,198
pitted_surface_230.jpg,200,200,pitted_surface,93,5,194,191
pitted_surface_230.jpg,200,200,pitted_surface,5,50,156,192
inclusion_43.jpg,200,200,inclusion,18,120,41,195
inclusion_43.jpg,200,200,inclusion,1,1,23,196
inclusion_43.jpg,200,200,inclusion,29,22,57,182
inclusion_43.jpg,200,200,inclusion,96,72,124,160
inclusion_43.jpg,200,200,inclusion,148,50,177,149
inclusion_43.jpg,200,200,inclusion,102,1,122,37
inclusion_43.jpg,200,200,inclusion,52,3,78,79
inclusion_43.jpg,200,200,inclusion,165,1,184,38
scratches_194.jpg,200,200,scratches,23,1,41,170
scratches_194.jpg,200,200,scratches,109,30,129,129
inclusion_60.jpg,200,200,inclusion,32,1,55,68
inclusion_60.jpg,200,200,inclusion,30,151,48,200
inclusion_60.jpg,200,200,inclusion,132,81,174,198
inclusion_60.jpg,200,200,inclusion,31,72,48,134
inclusion_60.jpg,200,200,inclusion,159,1,173,31
patches_199.jpg,200,200,patches,6,6,163,131
patches_199.jpg,200,200,patches,91,120,142,199
patches_199.jpg,200,200,inclusion,55,148,116,195
inclusion_226.jpg,200,200,inclusion,29,16,67,199
rolled-in_scale_165.jpg,200,200,rolled-in_scale,24,52,109,139
rolled-in_scale_165.jpg,200,200,rolled-in_scale,135,122,181,195
patches_26,200,200,patches,80,11,189,143
patches_26,200,200,patches,136,153,185,195
patches_26,200,200,patches,1,132,51,200
patches_26,200,200,patches,2,3,70,129
inclusion_61.jpg,200,200,inclusion,60,1,93,159
inclusion_61.jpg,200,200,inclusion,84,37,119,199
pitted_surface_69,200,200,pitted_surface,13,1,104,133
pitted_surface_69,200,200,pitted_surface,137,1,200,200
pitted_surface_208.jpg,200,200,pitted_surface,1,1,163,150
pitted_surface_208.jpg,200,200,patches,75,138,147,200
pitted_surface_208.jpg,200,200,patches,149,75,200,199
scratches_181.jpg,200,200,scratches,85,1,116,199
crazing_122.jpg,200,200,crazing,82,136,195,166
crazing_122.jpg,200,200,crazing,44,73,109,133
scratches_129.jpg,200,200,scratches,88,1,108,199
scratches_129.jpg,200,200,inclusion,126,1,198,197
inclusion_63.jpg,200,200,inclusion,143,41,168,116
inclusion_63.jpg,200,200,inclusion,147,108,164,179
rolled-in_scale_196.jpg,200,200,rolled-in_scale,25,28,86,200
rolled-in_scale_196.jpg,200,200,rolled-in_scale,34,1,70,78
pitted_surface_229.jpg,200,200,pitted_surface,1,4,117,189
pitted_surface_229.jpg,200,200,pitted_surface,63,20,199,199
inclusion_121.jpg,200,200,inclusion,107,16,159,198
inclusion_121.jpg,200,200,inclusion,78,163,92,198
inclusion_121.jpg,200,200,inclusion,79,5,119,134
inclusion_154.jpg,200,200,inclusion,51,54,89,177
inclusion_154.jpg,200,200,inclusion,92,109,119,195
inclusion_154.jpg,200,200,inclusion,156,1,198,163
inclusion_154.jpg,200,200,inclusion,96,10,117,58
inclusion_154.jpg,200,200,inclusion,112,75,126,106
patches_93.jpg,200,200,patches,10,1,76,128
patches_93.jpg,200,200,patches,81,9,127,82
patches_93.jpg,200,200,patches,69,136,120,200
patches_93.jpg,200,200,patches,157,101,200,200
patches_93.jpg,200,200,patches,163,1,200,83
crazing_34.jpg,200,200,crazing,27,1,158,84
crazing_34.jpg,200,200,crazing,2,88,88,168
crazing_34.jpg,200,200,crazing,85,143,200,200
inclusion_11.jpg,200,200,inclusion,30,23,78,198
patches_193.jpg,200,200,patches,62,4,136,72
patches_193.jpg,200,200,patches,72,96,125,167
patches_193.jpg,200,200,patches,130,76,195,200
patches_193.jpg,200,200,patches,107,35,179,75
scratches_116.jpg,200,200,scratches,84,1,95,199
scratches_116.jpg,200,200,scratches,104,1,131,199
scratches_204.jpg,200,200,scratches,61,1,81,196
inclusion_69.jpg,200,200,inclusion,30,30,52,98
inclusion_69.jpg,200,200,inclusion,37,116,56,167
inclusion_69.jpg,200,200,inclusion,141,71,165,146
pitted_surface_143,200,200,pitted_surface,95,1,200,199
inclusion_232.jpg,200,200,inclusion,27,43,44,94
inclusion_232.jpg,200,200,inclusion,133,97,152,151
inclusion_232.jpg,200,200,inclusion,6,101,37,166
inclusion_232.jpg,200,200,inclusion,134,1,149,34
crazing_200.jpg,200,200,crazing,42,7,176,84
crazing_200.jpg,200,200,crazing,7,97,161,146
crazing_200.jpg,200,200,crazing,4,154,92,196
pitted_surface_173.jpg,200,200,pitted_surface,4,1,200,182
pitted_surface_173.jpg,200,200,patches,98,176,147,199
pitted_surface_173.jpg,200,200,patches,152,155,196,200
inclusion_125.jpg,200,200,inclusion,107,15,123,77
inclusion_125.jpg,200,200,inclusion,88,1,101,27
inclusion_125.jpg,200,200,inclusion,130,31,167,114
inclusion_125.jpg,200,200,inclusion,93,125,127,187
inclusion_125.jpg,200,200,inclusion,57,31,73,75
inclusion_125.jpg,200,200,inclusion,33,62,44,86
inclusion_125.jpg,200,200,inclusion,136,90,154,142
inclusion_125.jpg,200,200,inclusion,33,90,46,116
inclusion_125.jpg,200,200,inclusion,35,145,47,173
inclusion_139.jpg,200,200,inclusion,58,140,82,186
inclusion_139.jpg,200,200,inclusion,67,72,92,125
inclusion_139.jpg,200,200,inclusion,164,103,179,126
crazing_103.jpg,200,200,crazing,1,18,130,99
crazing_103.jpg,200,200,crazing,126,29,198,130
crazing_103.jpg,200,200,crazing,1,107,86,191
crazing_86.jpg,200,200,crazing,1,43,154,112
crazing_86.jpg,200,200,crazing,1,97,156,174
crazing_86.jpg,200,200,crazing,127,118,200,163
crazing_86.jpg,200,200,crazing,1,4,182,72
rolled-in_scale_94.jpg,200,200,rolled-in_scale,86,9,154,162
scratches_89.jpg,200,200,scratches,65,4,76,175
scratches_89.jpg,200,200,scratches,97,1,108,161
inclusion_160.jpg,200,200,inclusion,65,25,90,198
inclusion_160.jpg,200,200,inclusion,90,25,128,198
rolled-in_scale_213.jpg,200,200,rolled-in_scale,51,89,179,199
inclusion_168.jpg,200,200,inclusion,1,1,44,199
inclusion_168.jpg,200,200,inclusion,26,55,64,122
inclusion_168.jpg,200,200,inclusion,10,9,40,47
scratches_239.jpg,200,200,scratches,55,152,157,169
scratches_239.jpg,200,200,scratches,4,87,197,116
scratches_239.jpg,200,200,scratches,152,76,200,89
crazing_145.jpg,200,200,crazing,20,9,95,83
crazing_145.jpg,200,200,crazing,27,91,164,176
patches_32.jpg,200,200,patches,31,85,105,151
patches_32.jpg,200,200,patches,106,111,150,154
patches_32.jpg,200,200,patches,108,44,164,111
rolled-in_scale_125.jpg,200,200,rolled-in_scale,88,55,128,135
rolled-in_scale_125.jpg,200,200,rolled-in_scale,113,15,157,40
rolled-in_scale_125.jpg,200,200,rolled-in_scale,17,140,66,189
inclusion_23.jpg,200,200,inclusion,23,10,87,199
inclusion_23.jpg,200,200,inclusion,109,98,132,198
inclusion_23.jpg,200,200,inclusion,164,67,194,190
inclusion_23.jpg,200,200,inclusion,75,16,93,75
scratches_234.jpg,200,200,scratches,1,68,179,85
scratches_234.jpg,200,200,scratches,15,137,198,158
inclusion_202.jpg,200,200,inclusion,27,1,82,199
pitted_surface_38,200,200,pitted_surface,1,1,200,199
crazing_29.jpg,200,200,crazing,3,30,145,167
patches_231.jpg,200,200,patches,1,1,63,69
patches_231.jpg,200,200,patches,64,1,149,130
patches_231.jpg,200,200,patches,65,143,124,185
patches_231.jpg,200,200,patches,1,115,44,200
patches_231.jpg,200,200,patches,179,127,200,160
patches_231.jpg,200,200,patches,83,1,161,37
inclusion_166.jpg,200,200,inclusion,93,6,130,197
inclusion_166.jpg,200,200,inclusion,53,4,86,73
inclusion_166.jpg,200,200,inclusion,161,100,188,187
inclusion_166.jpg,200,200,inclusion,171,1,199,64
pitted_surface_181,200,200,pitted_surface,15,1,197,196
patches_166,200,200,patches,34,4,74,86
patches_166,200,200,patches,101,17,179,170
patches_166,200,200,patches,25,159,55,199
scratches_74.jpg,200,200,scratches,143,123,160,196
scratches_74.jpg,200,200,scratches,174,65,188,196
patches_151.jpg,200,200,patches,27,1,87,196
patches_151.jpg,200,200,patches,1,1,27,91
patches_151.jpg,200,200,patches,78,103,127,188
patches_151.jpg,200,200,patches,150,1,200,200
rolled-in_scale_168.jpg,200,200,rolled-in_scale,42,52,122,149
rolled-in_scale_168.jpg,200,200,rolled-in_scale,165,116,200,167
crazing_125.jpg,200,200,crazing,71,80,193,127
crazing_125.jpg,200,200,crazing,64,23,196,93
crazing_125.jpg,200,200,crazing,114,66,200,177
rolled-in_scale_46.jpg,200,200,rolled-in_scale,18,111,67,200
rolled-in_scale_46.jpg,200,200,rolled-in_scale,41,1,85,58
rolled-in_scale_198.jpg,200,200,rolled-in_scale,49,1,161,75
rolled-in_scale_198.jpg,200,200,rolled-in_scale,29,124,127,199
rolled-in_scale_198.jpg,200,200,rolled-in_scale,130,139,190,198
patches_192.jpg,200,200,patches,41,70,163,189
patches_192.jpg,200,200,patches,33,7,84,75
patches_192.jpg,200,200,patches,92,1,148,79
patches_192.jpg,200,200,patches,1,91,47,168
crazing_236.jpg,200,200,crazing,5,1,198,70
crazing_236.jpg,200,200,crazing,1,65,101,136
crazing_236.jpg,200,200,crazing,107,32,200,126
crazing_236.jpg,200,200,crazing,76,111,200,181
scratches_238.jpg,200,200,scratches,1,22,112,37
scratches_238.jpg,200,200,scratches,1,133,199,167
inclusion_179.jpg,200,200,inclusion,136,11,155,53
inclusion_179.jpg,200,200,inclusion,21,130,64,197
patches_154.jpg,200,200,patches,28,1,73,63
patches_154.jpg,200,200,patches,41,78,74,140
patches_154.jpg,200,200,patches,133,85,156,118
inclusion_3.jpg,200,200,inclusion,22,16,36,44
inclusion_3.jpg,200,200,inclusion,18,93,42,186
inclusion_3.jpg,200,200,inclusion,19,53,45,95
rolled-in_scale_68.jpg,200,200,rolled-in_scale,82,113,200,200
pitted_surface_165.jpg,200,200,pitted_surface,1,1,159,198
pitted_surface_165.jpg,200,200,patches,155,21,195,187
patches_138.jpg,200,200,patches,24,99,109,199
patches_138.jpg,200,200,patches,64,1,133,89
patches_138.jpg,200,200,patches,1,1,43,22
crazing_141.jpg,200,200,crazing,4,34,58,134
crazing_141.jpg,200,200,crazing,73,117,198,157
pitted_surface_33,200,200,pitted_surface,9,1,199,199
crazing_2.jpg,200,200,crazing,99,120,200,174
crazing_2.jpg,200,200,crazing,8,16,200,111
inclusion_98.jpg,200,200,inclusion,38,1,109,198
inclusion_72.jpg,200,200,inclusion,92,40,125,113
crazing_43.jpg,200,200,crazing,1,115,104,184
crazing_43.jpg,200,200,crazing,4,3,186,51
crazing_43.jpg,200,200,crazing,162,48,200,186
inclusion_19.jpg,200,200,inclusion,127,1,152,179
inclusion_19.jpg,200,200,inclusion,173,1,199,91
inclusion_19.jpg,200,200,inclusion,176,81,192,148
inclusion_8.jpg,200,200,inclusion,23,143,52,160
inclusion_8.jpg,200,200,inclusion,65,132,198,164
inclusion_94.jpg,200,200,inclusion,8,2,38,93
inclusion_94.jpg,200,200,inclusion,69,9,99,88
inclusion_94.jpg,200,200,inclusion,18,110,43,198
inclusion_94.jpg,200,200,inclusion,115,119,146,184
inclusion_94.jpg,200,200,inclusion,136,43,159,101
inclusion_94.jpg,200,200,inclusion,105,30,128,55
scratches_49.jpg,200,200,scratches,80,32,107,199
crazing_178.jpg,200,200,crazing,3,117,145,184
crazing_178.jpg,200,200,crazing,13,38,93,114
inclusion_115.jpg,200,200,inclusion,16,59,37,113
inclusion_115.jpg,200,200,inclusion,45,86,65,195
inclusion_115.jpg,200,200,inclusion,41,1,82,137
inclusion_115.jpg,200,200,inclusion,105,74,138,198
inclusion_115.jpg,200,200,inclusion,144,120,172,181
inclusion_115.jpg,200,200,inclusion,145,1,159,30
inclusion_115.jpg,200,200,inclusion,148,80,163,124
inclusion_51.jpg,200,200,inclusion,30,2,70,197
pitted_surface_45.jpg,200,200,pitted_surface,1,1,197,140
scratches_82.jpg,200,200,scratches,24,3,36,179
scratches_82.jpg,200,200,scratches,90,1,105,167
scratches_82.jpg,200,200,scratches,140,1,151,176
rolled-in_scale_202.jpg,200,200,rolled-in_scale,56,41,141,102
rolled-in_scale_202.jpg,200,200,rolled-in_scale,43,119,164,167
rolled-in_scale_182.jpg,200,200,rolled-in_scale,63,59,193,171
rolled-in_scale_75.jpg,200,200,rolled-in_scale,44,86,172,159
rolled-in_scale_75.jpg,200,200,rolled-in_scale,37,11,97,97
scratches_2.jpg,200,200,scratches,92,24,106,176
crazing_130.jpg,200,200,crazing,2,134,155,179
crazing_130.jpg,200,200,crazing,2,6,84,99
crazing_130.jpg,200,200,crazing,77,104,199,158
scratches_65.jpg,200,200,scratches,2,129,199,157
patches_188.jpg,200,200,patches,1,1,61,106
patches_188.jpg,200,200,patches,1,130,52,199
patches_188.jpg,200,200,patches,138,1,200,181
